jedyorkgoat	@bdepouw09 @OhioState @NCAA suck my ass
cathannkress	RT @OSU_IntAgr: .@CFAES_OSU welcomed to @OhioState two partners from #SouthAfrica -Dept. of Rural Development &amp; Agrarian Reform in Eastern…
Gene_Ross23	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
DanuelTheManuel	Beyond overjoyed that I got accepted into one of my top schools👍🏼🅾️ @OhioState https://t.co/bxAVuTsngV
Uma_June	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
JMP_StratDesign	RT @InnovateOSU: Watch Instructors Across @OhioState Share Ideas at the 2017 Faculty Showcase https://t.co/cD60JqVzfn https://t.co/V8sS7ZUr…
smkiely21	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
carliekfrancis	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
DiscoveryOSU	RT @OSUOutreach: Registration now open for @OhioState’s inaugural Community Engagement Conference Jan. 24-25, featuring keynote speaker @Do…
LibertyvilleD70	RT @ADLCD70: @OhioState Athan gave you a shout-out during our Design Lab exploration time today! #d70gators #d70shinyapple https://t.co/wU8…
CJStudt	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
mara_snyder	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
luke_walker25	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
KeshawnMack	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
carlino_anna	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
rdew925	It has been 2187 days since Michigan last beat @OhioState and counting
zstov7	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Ross_Gilley	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Currdogg25	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
pbmcdougall	@samreeed @OhioState Thanks Sam!
samreeed	@pbmcdougall @OhioState Congratulations, Patrick!! 💓
MageeSprague	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
strkydog	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
lexib03_	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
hannnnahwalters	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
OSUGlobal	RT @mershoncenter: First ever Community Engagement Conference to take place at @ohiostate on January 24 and January 25.  See below for regi…
c__elizaabeth	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
rhardgrove18	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Dr_Mark	RT @OhioState: From chemistry class to owning three #Columbus restaurants, alumni @TheHummusapien and Abed Alshahal are changing the way we…
pbmcdougall	Excited to be admitted into The @OhioState University!
KrisConUnK	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
EssentialNut	RT @OhioState: From chemistry class to owning three #Columbus restaurants, alumni @TheHummusapien and Abed Alshahal are changing the way we…
JoRaynersworld	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
tomdavis0209	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
regancorsi	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
OSUGlobal	RT @OSUOutreach: Registration now open for @OhioState’s inaugural Community Engagement Conference Jan. 24-25, featuring keynote speaker @Do…
nickkbateman16	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
ProfeFoulis	RT @mershoncenter: First ever Community Engagement Conference to take place at @ohiostate on January 24 and January 25.  See below for regi…
mark_nebbergall	RT @ElyseChengery: How's this for some OSU spirit happening at Dodd Hall!?!?!?!!!! @nbc4i @OhioState @OhioStateFB 🏈🔴🔘🏈🔴🔘🏈 Patients here wit…
mershoncenter	First ever Community Engagement Conference to take place at @ohiostate on January 24 and January 25.  See below for… https://t.co/bmSbsDNvao
JCBLibrary	@OhioState Prof Lisa Voigt completed a Collaborative Cluster fellowship with @floridastate Prof. Stephanie Leitch i… https://t.co/b7HzRYMqiT
elllamayy	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
travis_nedrow	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
abbycarlson27	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
jessfish5	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
jschont14	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
NWIndianaLife	Get your football fix as we head into #Thanksgiving! Check the scores and see where your favorite teams stand on… https://t.co/kSJ18dLD5c
berry198	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
MannyDouglas419	Denzel Ward.✊🏾  @OhioState is really DBU!! 😎😎 https://t.co/Jk6xhqvaFR
leslieeetorres	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
gstrom18	@JJPOTT18 @AlabamaFTBL @ClemsonFB @Yale @OhioState @UMichFootball @BadgerFootball @NDFootball give my boy Billy Ray a full ride
TristenDalton	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
anUnquietWyatt	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
MDTweetThyself	RT @ACCCBuzz: Read about innovative approaches to next-generation cancer care, including programs from @StJosephOrange, @OhioState, and @Mo…
mlawbarrett	RT @perceivedspace: Excited to host @jasontimbuktu during his visit to @OhioState next week. On 11/27, Jason will discus issues of race, id…
miranda_somers	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Emma_Ruck14	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
OSUOutreach	Registration now open for @OhioState’s inaugural Community Engagement Conference Jan. 24-25, featuring keynote spea… https://t.co/BlzClAuZHW
ACCCBuzz	Read about innovative approaches to next-generation cancer care, including programs from @StJosephOrange,… https://t.co/rPhvE7sFJv
InnovateOSU	Watch Instructors Across @OhioState Share Ideas at the 2017 Faculty Showcase https://t.co/cD60JqVzfn https://t.co/V8sS7ZUrZr
maddie_zakham	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
OSUOutreach	All are invited to celebrate Ohio’s Rosa Parks Day at a Statewide Tribute to Rosa Parks on Dec. 4, co-hosted by… https://t.co/KqnTXW86MW
PSchaffel	Does Ohio State/Michigan game mean much this year? JT Barrett's chance to go 4-0? scUM's chance to ruin OSU's seaso… https://t.co/poKoefBqgj
eperrywinkle	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
LBR10	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
maryshannon04	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
GP_Yant	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
NathaniJo	RT @physorg_com: Researchers pin down one source of a potent greenhouse gas https://t.co/CUyCr12mDf @OhioState @NatureComms
dijaynag	RT @osuresearch: Four @OhioState faculty elected Fellows of AAAS, for their work advancing science. They were honored for work inventing no…
sjkress10	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
osunursing	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
domrusso_	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
kayleighhhh_xo	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
maggiemartin721	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
____Tessssaaaa	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
girlfriend1492	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
sportsgirl7215	I am so happy that I just got accepted into @OhioState !!
samiamdean	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
i_lumley	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Sarah_Nicole176	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
deaththekid1103	RT @OhioState: Time's running out! ⌛ See how you can help us #beatTTUN in the @RedCross #BloodBattle: https://t.co/l3ASlghLjm https://t.co/…
arifflatiff96	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
MarcieOmo	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
cameronjumps	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
ericmartinod	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
ibrahimjunaidii	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
maryyutt	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
FTONGardens	Former @osucsw Follow the Tomato students &amp; recently worked together at @FTONGardens with Dr. Michelle Kaiser FTT t… https://t.co/4ULEp0xYj9
MAD1SON_R	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
laurenbrown5398	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
KnowltonOSU	Following the Olentangy River Corridor design charrette with Knowlton students and reps from design firms, the scho… https://t.co/s0H5M4LL8E
Davemillerxxii	@daveyobrien @OhioStAthletics @OSUAthletics @OU_Football @CowboyFB @OhioStateFB @okstate @OhioState @Lj_era8 they really doing you like this
ClermontELA	@OhioState Go Bucks!
jayse_xD	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
AndrewFahler	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
OhioState	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
kenzieheareth	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
JennGoBucks	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
maddy_clinch	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
KendalMarston	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
braydonbrown12	@daveyobrien @OhioStAthletics @OSUAthletics @OU_Football @CowboyFB @OhioStateFB @okstate @OhioState come on now https://t.co/5cwGOdLl49
lilsnoozeivert	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
OhioStateMAE	RT @OSUengineering: Our OHIO on the Road alumni event was held in that state up north last night! But instead of the @OhioState-@UMich riva…
medflygenes	RT @OSUengineering: Our OHIO on the Road alumni event was held in that state up north last night! But instead of the @OhioState-@UMich riva…
stephhendersonn	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
afleybaby	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
ChrisDavey	If you care about international water issues, are interested in great work @OhioState, or if like me you are just a… https://t.co/y1v68Yx75z
brandonp498	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
kaitlynfiene	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
osuresearch	Four @OhioState faculty elected Fellows of AAAS, for their work advancing science. They were honored for work inven… https://t.co/IGMLuw9BPn
PCORI	.@NationwideChildrens and @OhioState project to unlocking clinical text in EMR by query refinement https://t.co/lMHrUhswaf
PCORI	Congratulations to @NationwideChildrens and @OhioState for study funding approval. Find study info here: https://t.co/lMHrUhswaf
joshuacleonard	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
sammondia	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
AnglinAnglin	@daveyobrien @OhioStAthletics @OSUAthletics @OU_Football @CowboyFB @OhioStateFB @okstate @OhioState I vote Lamar Jackson
StaciaWSYX6	RT @OhioState: How much does one meal really matter?  @OSUWexMed nutritionist makes us feel better about our Thanksgiving feast. via @goodh…
Diaiabaseball	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
KennediHolloway	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
sewm14	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Kelss_esc	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
KT_says_	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
ChuckWerling	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
maddiehelmig	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Alex_anderV19	@TheCincyBuckeye @513shirts @OhioState This has absolutely nothing to do with Ohio State
Ottobot52	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
BreeMcCague	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
alison_Tink3	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
rileyelaine15	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
nathaneberle1	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
osu1princess4	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Striegel_Dick	@daveyobrien @OhioStAthletics @OSUAthletics @OU_Football @CowboyFB @OhioStateFB @okstate @OhioState Are you out of… https://t.co/WY5u4QiQMD
morgan_mccabe4	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
TheCincyBuckeye	@513shirts @OhioState wants its cut!
kalvinwright_	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
JKacherski96	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
RedCrossOSU	RT @RedCrossBloodOH: OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still win.…
paigenorman21	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
jshore216	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
meggie__21	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
ColebertHinton	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
RedCrossBloodOH	OSU is up by just 50 blood donations in the @RedCrossOSU @OhioState vs Xichigan #BloodBattle! Either could still wi… https://t.co/Q0Ft1v3OmY
_hannahch_	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
bittenapple	RT @osc: @OhioState #linguistics team using Ohio Supercomputer Center to translate lesser-known languages https://t.co/0n9drDcjhL
abitoops	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
Megan_Kees	RT @RedCrossBloodOH: @OhioState is back in the lead to win the @RedCrossOSU #BloodBattle over Xichigan! Its a close battle! Give thru 11/22…
osc	@OhioState #linguistics team using Ohio Supercomputer Center to translate lesser-known languages https://t.co/0n9drDcjhL
ElyseChengery	How's this for some OSU spirit happening at Dodd Hall!?!?!?!!!! @nbc4i @OhioState @OhioStateFB 🏈🔴🔘🏈🔴🔘🏈 Patients her… https://t.co/1myEAoL2N2
Calli_Sudzina	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
juliexcohen	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
MarcieOmo	RT @OhioState: We are down by 80 pints to @UMich in the @RedCross #BloodBattle. You can give today with @RedCrossOSU at the @ohiounion from…
bricwoods	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
jmaustin34	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
katephillips415	RT @OhioState: We are down by 80 pints to @UMich in the @RedCross #BloodBattle. You can give today with @RedCrossOSU at the @ohiounion from…
kenzziebee	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
jvogz97	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
kaitlynhelkey	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
umettheking	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
RedCrossOSU	RT @RedCrossBloodOH: @OhioState is back in the lead to win the @RedCrossOSU #BloodBattle over Xichigan! Its a close battle! Give thru 11/22…
katieward_2	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
AcademicMinute	ICYMI yesterday on @WAMCRadio 's The Academic Minute - Kate Gawlik, clinical #nurse at @OhioState, examined #social… https://t.co/7lKqGVX8Dw
